date,date,open,high,low,close
2022-03-14,2022-03-14,37777.35,39947.12,37555.0,39671.37
2022-03-15,2022-03-15,39671.37,39887.61,38098.33,39280.33
2022-03-16,2022-03-16,39280.33,41718.0,38828.48,41114.0
2022-03-17,2022-03-17,41114.01,41478.82,40500.0,40917.9
2022-03-18,2022-03-18,40917.89,42325.02,40135.04,41757.51
2022-03-19,2022-03-19,41757.51,42400.0,41499.29,42201.13
2022-03-20,2022-03-20,42201.13,42296.26,40911.0,41262.11
2022-03-21,2022-03-21,41262.11,41544.22,40467.94,41002.25
2022-03-22,2022-03-22,41002.26,43361.0,40875.51,42364.13
2022-03-23,2022-03-23,42364.13,43025.96,41751.47,42882.76
2022-03-24,2022-03-24,42882.76,44220.89,42560.46,43991.46
2022-03-25,2022-03-25,43991.46,45094.14,43579.0,44313.16
2022-03-26,2022-03-26,44313.16,44792.99,44071.97,44511.27
2022-03-27,2022-03-27,44511.27,46999.0,44421.46,46827.76
2022-03-28,2022-03-28,46827.76,48189.84,46663.56,47122.21
2022-03-29,2022-03-29,47122.21,48096.47,46950.85,47434.8
2022-03-30,2022-03-30,47434.79,47700.22,46445.42,47067.99
2022-03-31,2022-03-31,47067.99,47600.0,45200.0,45510.34
2022-04-01,2022-04-01,45510.35,46720.09,44200.0,46283.49
2022-04-02,2022-04-02,46283.49,47213.0,45620.0,45811.0
2022-04-03,2022-04-03,45810.99,47444.11,45530.92,46407.35
2022-04-04,2022-04-04,46407.36,46890.71,45118.0,46580.51
2022-04-05,2022-04-05,46580.5,47200.0,45353.81,45497.55
2022-04-06,2022-04-06,45497.54,45507.14,43121.0,43170.47
2022-04-07,2022-04-07,43170.47,43900.99,42727.35,43444.19
2022-04-08,2022-04-08,43444.2,43970.62,42107.14,42252.01
2022-04-09,2022-04-09,42252.02,42800.0,42125.48,42753.97
2022-04-10,2022-04-10,42753.96,43410.3,41868.0,42158.85
2022-04-11,2022-04-11,42158.85,42414.71,39200.0,39530.45
2022-04-12,2022-04-12,39530.45,40699.0,39254.63,40074.94
2022-04-13,2022-04-13,40074.95,41561.31,39588.54,41147.79
2022-04-14,2022-04-14,41147.78,41500.0,39551.94,39942.38
2022-04-15,2022-04-15,39942.37,40870.36,39766.4,40551.9
2022-04-16,2022-04-16,40551.9,40709.35,39991.55,40378.71
2022-04-17,2022-04-17,40378.7,40595.67,39546.17,39678.12
2022-04-18,2022-04-18,39678.11,41116.73,38536.51,40801.13
2022-04-19,2022-04-19,40801.13,41760.0,40571.0,41493.18
2022-04-20,2022-04-20,41493.19,42199.0,40820.0,41358.19
2022-04-21,2022-04-21,41358.19,42976.0,39751.0,40480.01
2022-04-22,2022-04-22,40480.01,40795.06,39177.0,39709.18
2022-04-23,2022-04-23,39709.19,39980.0,39285.0,39441.6
2022-04-24,2022-04-24,39441.61,39940.0,38929.62,39450.13
2022-04-25,2022-04-25,39450.12,40616.0,38200.0,40426.08
2022-04-26,2022-04-26,40426.08,40797.31,37702.26,38112.65
2022-04-27,2022-04-27,38112.64,39474.72,37881.31,39235.72
2022-04-28,2022-04-28,39235.72,40372.63,38881.43,39742.07
2022-04-29,2022-04-29,39742.06,39925.25,38175.0,38596.11
2022-04-30,2022-04-30,38596.11,38795.38,37578.2,37630.8
2022-05-01,2022-05-01,37630.8,38675.0,37386.38,38468.35
2022-05-02,2022-05-02,38468.35,39167.34,38052.0,38525.16
2022-05-03,2022-05-03,38525.16,38651.51,37517.8,37728.95
2022-05-04,2022-05-04,37728.95,40023.77,37670.0,39690.0
2022-05-05,2022-05-05,39690.0,39845.51,35571.9,36552.97
2022-05-06,2022-05-06,36552.97,36675.63,35258.0,36013.77
2022-05-07,2022-05-07,36013.77,36146.3,34785.0,35472.39
2022-05-08,2022-05-08,35472.4,35514.22,33713.95,34038.4
2022-05-09,2022-05-09,34038.39,34243.15,30033.33,30076.31
2022-05-10,2022-05-10,30074.23,32658.99,29730.4,31017.1
2022-05-11,2022-05-11,31017.11,32162.59,27785.0,29103.94
2022-05-12,2022-05-12,29103.94,30243.0,26700.0,29029.75
2022-05-13,2022-05-13,29029.74,31083.37,28751.67,29287.05
2022-05-14,2022-05-14,29287.05,30343.27,28630.0,30086.74
2022-05-15,2022-05-15,30086.74,31460.0,29480.0,31328.89
2022-05-16,2022-05-16,31328.89,31328.9,29087.04,29874.01
2022-05-17,2022-05-17,29874.01,30788.37,29450.38,30444.93
2022-05-18,2022-05-18,30444.93,30709.99,28654.47,28715.32
2022-05-19,2022-05-19,28715.33,30545.18,28691.38,30319.23
2022-05-20,2022-05-20,30319.22,30777.33,28730.0,29201.01
2022-05-21,2022-05-21,29201.01,29656.18,28947.28,29445.06
2022-05-22,2022-05-22,29445.07,30487.99,29255.11,30293.94
2022-05-23,2022-05-23,30293.93,30670.51,28866.35,29109.15
2022-05-24,2022-05-24,29109.14,29845.86,28669.0,29654.58
2022-05-25,2022-05-25,29654.58,30223.74,29294.21,29542.15
2022-05-26,2022-05-26,29542.14,29886.64,28019.56,29201.35
2022-05-27,2022-05-27,29201.35,29397.66,28282.9,28629.8
2022-05-28,2022-05-28,28629.81,29266.0,28450.0,29031.33
2022-05-29,2022-05-29,29031.33,29587.78,28839.21,29468.1
2022-05-30,2022-05-30,29468.1,32222.0,29299.62,31734.22
2022-05-31,2022-05-31,31734.23,32399.0,31200.01,31801.04
2022-06-01,2022-06-01,31801.05,31982.97,29301.0,29805.83
2022-06-02,2022-06-02,29805.84,30689.0,29594.55,30452.62
2022-06-03,2022-06-03,30452.63,30699.0,29282.36,29700.21
2022-06-04,2022-06-04,29700.21,29988.88,29485.0,29864.04
2022-06-05,2022-06-05,29864.03,30189.0,29531.42,29919.21
2022-06-06,2022-06-06,29919.2,31765.64,29890.23,31373.1
2022-06-07,2022-06-07,31373.1,31589.6,29218.96,31125.33
2022-06-08,2022-06-08,31125.32,31327.22,29843.88,30204.77
2022-06-09,2022-06-09,30204.77,30700.0,29944.1,30109.93
2022-06-10,2022-06-10,30109.93,30382.8,28850.0,29091.88
2022-06-11,2022-06-11,29091.87,29440.41,28099.99,28424.7
2022-06-12,2022-06-12,28424.71,28544.96,26560.0,26574.53
2022-06-13,2022-06-13,26574.53,26895.84,21925.77,22487.41
2022-06-14,2022-06-14,22485.27,23362.88,20846.0,22136.41
2022-06-15,2022-06-15,22136.42,22800.0,20111.62,22583.72
2022-06-16,2022-06-16,22583.72,22995.73,20232.0,20401.31
2022-06-17,2022-06-17,20400.6,21365.43,20246.66,20468.81
2022-06-18,2022-06-18,20468.81,20792.06,17622.0,18970.79
2022-06-19,2022-06-19,18970.79,20815.95,17960.41,20574.0
2022-06-20,2022-06-20,20574.0,21090.0,19637.03,20573.89
2022-06-21,2022-06-21,20573.9,21723.0,20348.4,20723.52
2022-06-22,2022-06-22,20723.51,20900.0,19770.51,19987.99
2022-06-23,2022-06-23,19988.0,21233.0,19890.07,21110.13
2022-06-24,2022-06-24,21110.12,21558.41,20736.72,21237.69
2022-06-25,2022-06-25,21237.68,21614.5,20906.62,21491.19
2022-06-26,2022-06-26,21491.18,21888.0,20964.73,21038.07
2022-06-27,2022-06-27,21038.08,21539.85,20510.0,20742.56
2022-06-28,2022-06-28,20742.57,21212.1,20202.01,20281.29
2022-06-29,2022-06-29,20281.28,20432.31,19854.92,20123.01
2022-06-30,2022-06-30,20123.0,20179.08,18626.0,19942.21
2022-07-01,2022-07-01,19942.21,20918.35,18975.0,19279.8
2022-07-02,2022-07-02,19279.8,19467.39,18977.01,19252.81
2022-07-03,2022-07-03,19252.82,19647.63,18781.0,19315.83
2022-07-04,2022-07-04,19315.83,20354.01,19055.31,20236.71
2022-07-05,2022-07-05,20236.71,20750.0,19304.4,20175.83
2022-07-06,2022-07-06,20175.84,20675.22,19761.25,20564.51
2022-07-07,2022-07-07,20564.51,21838.1,20251.68,21624.98
2022-07-08,2022-07-08,21624.99,22527.37,21189.26,21594.75
2022-07-09,2022-07-09,21594.75,21980.0,21322.12,21591.83
2022-07-10,2022-07-10,21592.15,21607.65,20655.0,20862.47
2022-07-11,2022-07-11,20861.11,20868.48,19875.23,19963.61
2022-07-12,2022-07-12,19963.61,20059.42,19240.0,19328.75
2022-07-13,2022-07-13,19331.28,20366.61,18910.94,20234.87
2022-07-14,2022-07-14,20234.87,20900.0,19616.07,20588.84
2022-07-15,2022-07-15,20588.84,21200.0,20382.29,20830.04
2022-07-16,2022-07-16,20830.04,21588.94,20478.61,21195.6
2022-07-17,2022-07-17,21195.6,21684.54,20750.01,20798.16
2022-07-18,2022-07-18,20799.58,22777.63,20762.45,22432.58
2022-07-19,2022-07-19,22432.58,23800.0,21579.54,23396.62
2022-07-20,2022-07-20,23398.48,24276.74,22906.19,23223.3
2022-07-21,2022-07-21,23223.3,23442.77,22341.46,23152.19
2022-07-22,2022-07-22,23152.19,23756.49,22500.0,22684.83
2022-07-23,2022-07-23,22684.83,23000.77,21934.57,22451.07
2022-07-24,2022-07-24,22448.58,23014.64,22257.15,22579.68
2022-07-25,2022-07-25,22577.13,22666.0,21250.0,21310.9
2022-07-26,2022-07-26,21310.9,21347.82,20706.5,21254.67
2022-07-27,2022-07-27,21254.67,23112.63,21042.53,22952.45
2022-07-28,2022-07-28,22954.31,24199.72,22582.13,23842.93
2022-07-29,2022-07-29,23845.25,24442.66,23414.03,23773.75
2022-07-30,2022-07-30,23777.28,24668.0,23502.25,23643.51
2022-07-31,2022-07-31,23644.64,24194.82,23227.31,23293.32
2022-08-01,2022-08-01,23296.36,23509.68,22850.0,23268.01
2022-08-02,2022-08-02,23266.9,23459.89,22654.37,22987.79
2022-08-03,2022-08-03,22985.93,23647.68,22681.22,22818.37
2022-08-04,2022-08-04,22816.91,23223.32,22400.0,22622.98
2022-08-05,2022-08-05,22622.41,23472.86,22586.95,23312.42
2022-08-06,2022-08-06,23313.56,23354.36,22909.52,22954.21
2022-08-07,2022-08-07,22954.21,23402.0,22844.62,23174.39
2022-08-08,2022-08-08,23174.39,24245.0,23154.25,23810.0
2022-08-09,2022-08-09,23810.98,23933.25,22865.0,23149.95
2022-08-10,2022-08-10,23151.32,24226.0,22664.69,23954.05
2022-08-11,2022-08-11,23954.05,24918.54,23852.13,23934.39
2022-08-12,2022-08-12,23933.09,24456.5,23583.0,24403.68
2022-08-13,2022-08-13,24401.7,24888.0,24291.22,24441.38
2022-08-14,2022-08-14,24443.06,25047.56,24144.0,24305.24
2022-08-15,2022-08-15,24305.25,25211.32,23773.22,24094.82
2022-08-16,2022-08-16,24093.04,24247.49,23671.22,23854.74
2022-08-17,2022-08-17,23856.15,24446.71,23180.4,23342.66
2022-08-18,2022-08-18,23342.66,23600.0,23111.04,23191.2
2022-08-19,2022-08-19,23191.45,23208.67,20783.57,20834.39
2022-08-20,2022-08-20,20834.39,21382.85,20761.9,21140.07
2022-08-21,2022-08-21,21140.07,21800.0,21069.11,21515.61
2022-08-22,2022-08-22,21516.7,21548.71,20890.18,21399.83
2022-08-23,2022-08-23,21400.75,21684.87,20890.14,21529.12
2022-08-24,2022-08-24,21529.11,21900.0,21145.0,21368.08
2022-08-25,2022-08-25,21368.05,21819.88,21310.15,21559.04
2022-08-26,2022-08-26,21559.04,21886.77,20107.9,20241.05
2022-08-27,2022-08-27,20239.14,20402.93,19800.0,20037.6
2022-08-28,2022-08-28,20037.6,20171.18,19520.0,19555.61
2022-08-29,2022-08-29,19555.61,20433.62,19550.79,20285.73
2022-08-30,2022-08-30,20287.2,20576.25,19540.0,19811.66
2022-08-31,2022-08-31,19813.03,20490.0,19797.94,20050.02
2022-09-01,2022-09-01,20048.44,20208.37,19565.66,20131.46
2022-09-02,2022-09-02,20132.64,20441.26,19755.29,19951.86
2022-09-03,2022-09-03,19950.98,20055.93,19652.72,19831.9
2022-09-04,2022-09-04,19832.45,20029.23,19583.1,20000.3
2022-09-05,2022-09-05,20000.3,20057.27,19633.83,19796.84
2022-09-06,2022-09-06,19795.34,20180.0,18649.51,18790.61
2022-09-07,2022-09-07,18790.61,19464.06,18510.77,19292.84
2022-09-08,2022-09-08,19292.85,19458.25,19012.0,19319.77
2022-09-09,2022-09-09,19320.54,21597.22,19291.75,21360.11
2022-09-10,2022-09-10,21361.62,21810.8,21111.13,21648.34
2022-09-11,2022-09-11,21647.21,21860.0,21350.0,21826.87
2022-09-12,2022-09-12,21826.87,22488.0,21538.51,22395.74
2022-09-13,2022-09-13,22395.44,22799.0,19860.0,20173.57
2022-09-14,2022-09-14,20173.62,20541.48,19617.62,20226.71
2022-09-15,2022-09-15,20227.17,20330.24,19497.0,19701.88
2022-09-16,2022-09-16,19701.88,19890.0,19320.01,19803.3
2022-09-17,2022-09-17,19803.3,20189.0,19748.08,20113.62
2022-09-18,2022-09-18,20112.61,20117.26,19335.62,19416.18
2022-09-19,2022-09-19,19417.45,19686.2,18232.56,19537.02
2022-09-20,2022-09-20,19537.02,19634.62,18711.87,18875.0
2022-09-21,2022-09-21,18874.31,19956.0,18125.98,18461.36
2022-09-22,2022-09-22,18461.36,19550.17,18356.39,19401.63
2022-09-23,2022-09-23,19401.63,19500.0,18531.42,19289.91
2022-09-24,2022-09-24,19288.57,19316.14,18805.34,18920.5
2022-09-25,2022-09-25,18921.99,19180.21,18629.2,18807.38
2022-09-26,2022-09-26,18809.13,19318.96,18680.72,19227.82
2022-09-27,2022-09-27,19226.68,20385.86,18816.32,19079.13
2022-09-28,2022-09-28,19078.1,19790.0,18471.28,19412.82
2022-09-29,2022-09-29,19412.82,19645.52,18843.01,19591.51
2022-09-30,2022-09-30,19590.54,20185.0,19155.36,19422.61
2022-10-01,2022-10-01,19422.61,19484.0,19159.42,19310.95
2022-10-02,2022-10-02,19312.24,19395.91,18920.35,19056.8
2022-10-03,2022-10-03,19057.74,19719.1,18959.68,19629.08
2022-10-04,2022-10-04,19629.08,20475.0,19490.6,20337.82
2022-10-05,2022-10-05,20337.82,20365.6,19730.0,20158.26
2022-10-06,2022-10-06,20158.26,20456.6,19853.0,19960.67
2022-10-07,2022-10-07,19960.67,20068.82,19320.0,19530.09
2022-10-08,2022-10-08,19530.09,19627.38,19237.14,19417.96
2022-10-09,2022-10-09,19416.52,19558.0,19316.04,19439.02
2022-10-10,2022-10-10,19439.96,19525.0,19020.25,19131.87
2022-10-11,2022-10-11,19131.87,19268.09,18860.0,19060.0
2022-10-12,2022-10-12,19060.0,19238.31,18965.88,19155.53
2022-10-13,2022-10-13,19155.1,19513.79,18190.0,19375.13
2022-10-14,2022-10-14,19375.58,19951.87,19070.37,19176.93
2022-10-15,2022-10-15,19176.93,19227.68,18975.18,19069.39
2022-10-16,2022-10-16,19068.4,19425.84,19063.74,19262.98
2022-10-17,2022-10-17,19262.98,19676.96,19152.03,19549.86
2022-10-18,2022-10-18,19548.48,19706.66,19091.0,19327.44
2022-10-19,2022-10-19,19327.44,19360.16,19065.97,19123.97
2022-10-20,2022-10-20,19123.35,19347.82,18900.0,19041.92
2022-10-21,2022-10-21,19041.92,19250.0,18650.0,19164.37
2022-10-22,2022-10-22,19164.37,19257.0,19112.72,19204.35
2022-10-23,2022-10-23,19204.29,19695.0,19070.11,19570.4
2022-10-24,2022-10-24,19570.4,19601.15,19157.0,19329.72
2022-10-25,2022-10-25,19330.6,20415.87,19237.0,20080.07
2022-10-26,2022-10-26,20079.02,21020.0,20050.41,20771.59
2022-10-27,2022-10-27,20771.61,20872.21,20200.0,20295.11
2022-10-28,2022-10-28,20295.11,20750.0,20000.09,20591.84
2022-10-29,2022-10-29,20591.84,20985.25,20554.01,20858.83
